road_address,building_name,unit_est
경기도 가평군 북면 용수목길 45,밸리인밸리,6.0
"경기도 가평군 북면 용수목길 8-9, A동",펜션 로빈나 문화마을,8.0
"경기도 가평군 북면 제령아랫말길 67-20, 1동 1~2층",루아펜션,4.0
"경기도 가평군 북면 제령아랫말길 67-26, 가,라동 1층",눈깔사탕펜션,8.0
"경기도 가평군 북면 제령아랫말길 67-61, 주1동1층~2층,부1동 1층,부2동 1층",제령포레스트펜션,9.0
"경기도 가평군 북면 카이저길 58-12, 제1동~제4동(각1층~2층), 제5동(2층)",까르르키즈풀빌라,5.0
"경기도 가평군 북면 카이저길 58-14, 제1동,제2동 각1층",볕아래,2.0
"경기도 가평군 북면 화악산로 1356-25, 제1동(1층~2층), 제2동(1층)",별빛은하수,3.0
"경기도 가평군 북면 화악산로356번길 44-61, 2층",자연속에 둥지펜션,6.0
"경기도 가평군 북면 화악지암길 285-116, 가~바동,화악리252-8~20,22~26(각1층~2층)",하우스25,25.0
"경기도 가평군 북면 화악지암길 285-138, 1~2층",자연을그리는사람들,1.0
경기도 가평군 북면 화악지암길 285-160,별빛마을리조트,1.0
"경기도 가평군 상면 깃대봉길 2, 2~5층",가평힐링리조트,19.0
"경기도 가평군 상면 대보간선로 602-111, 1~2층",페가수스,4.0
"경기도 가평군 상면 대보간선로 602-111, 1~2층",카시오페아,4.0
"경기도 가평군 상면 대보간선로 602-111, 1~2층",페르세우스,4.0
"경기도 가평군 상면 대보간선로 602-111, 1~2층",안드로메다,4.0
"경기도 가평군 상면 대보간선로 602-111, 1~2층",헤라클레스,4.0
"경기도 가평군 상면 대보간선로 602-111, 1층",에리다누스,4.0
"경기도 가평군 상면 덕현산장길 11-245, 주1동, 2동(관리동 일부) 각1층",강변의 숲속,2.0
"경기도 가평군 상면 덕현산장길 71, 1~5,7(6개동)동 15호",산장관광지,10.0
"경기도 가평군 상면 돌아우길 101, 주1동~2동 (1층~2층),주3동 1층",크림스톤,2.0
"경기도 가평군 상면 돌아우길 14, 총3개동(각 1~2층,1층,1층) A동,B동C동",더멜로우키즈풀빌라,3.0
"경기도 가평군 상면 돌아우길 25-29, 1,2층",비비키즈풀빌라,3.0
"경기도 가평군 상면 돌아우길 25-31, 1~2층",비비키즈풀빌라2,4.0
"경기도 가평군 상면 돌아우길 25-59, 각1층(일부)~2층,1~2층(총2개동) 주건축물제1,2동",또또키즈풀빌라,4.0
"경기도 가평군 상면 돌아우길 27, 1~3동, 각 1~2층",토이키즈풀빌라,5.0
"경기도 가평군 상면 돌아우길 42-24 (총3개동), 1~2층(1동,2동), 1층(3동) 주건축물제1동~제3동",조이키즈풀빌라,5.0
"경기도 가평군 상면 돌아우길 42-26 (총5개동), 1~2동 각1~2층, 3~5동1층 주건축물제1동~제5동",루나키즈풀빌라,9.0
"경기도 가평군 상면 돌아우길 51, 1동~2동 (각1층~2층)",바오키즈풀빌라A,5.0
"경기도 가평군 상면 돌아우길 56, 주2(1~3층 ),주3(1~2층)호 (풀빌라드림)",플로팅웨일가평 풀빌라스파리조트,8.0
"경기도 가평군 상면 돌아우길 61-25, 1동,2동 (각1층~2층)",바오키즈풀빌라B,5.0
경기도 가평군 상면 돌아우길 61-41 (총5개동) 주건축물제1동~5동 각1층~2층,피터팬키즈풀빌라주식회사,13.0
"경기도 가평군 상면 돌아우길 64-11, A동,B동,C동(각1층~2층)",나나키즈풀빌라,7.0
"경기도 가평군 상면 둔덕말길 13-30, 주1동~주8동 각 1층",리포레풀글램핑,7.0
"경기도 가평군 상면 둔덕말길 13-60, 총4개동(1동~2동:1~2층,3동~4동:1층) 주건축물제1~4동",달빛솜솜키즈풀빌라,6.0
"경기도 가평군 상면 둔덕말길 91, 1층~2층",가평베네스트펜션,8.0
"경기도 가평군 상면 벌말길 113-7, 1층",해밀,1.0
"경기도 가평군 상면 비룡로 1705-1, 주건축물 제1동 2,3층",사랑해수지야,6.0
"경기도 가평군 상면 비룡로 1960-26, 제1동,제2동 각1~2층",쥬쥬키즈풀빌라펜션,6.0
"경기도 가평군 상면 샘골길 3-24, 1층",두바이 풀빌라2,1.0
"경기도 가평군 상면 샘골길 3-26, 1~6동(각동 1,2층 6호)",두바이 풀빌라,6.0
"경기도 가평군 상면 수목원로 170-15, 주1동~주4동(1층~2층)",꼬모키즈풀빌라,11.0
"경기도 가평군 상면 수목원로 170-16, 주1동~주4동(1층~2층)",꼬모키즈풀빌라2,11.0
"경기도 가평군 상면 수목원로 170-5, 주1동~주4동(1층~2층)",모모애견풀빌라,8.0
"경기도 가평군 상면 수목원로 193, 2동 1~3층",솔모닝펜션,7.0
"경기도 가평군 상면 수목원로 262-34, 1동",앙티브,5.0
경기도 가평군 상면 수목원로 262-37 (총3개동) 주건축물제2~4동 1~2층,애플밸리,3.0
경기도 가평군 상면 수목원로 262-39,애플밸리펜션,6.0
"경기도 가평군 상면 수목원로 279, 1,2층",블라썸펜션,8.0
"경기도 가평군 상면 수목원로 279-85, A동",디오르펜션A,6.0
"경기도 가평군 상면 수목원로 279-85, B동",디오르펜션B,4.0
"경기도 가평군 상면 수목원로 300-88, 1~2층",엘리의 정원,1.0
"경기도 가평군 상면 수목원로 355-20, B동 1~2층",모블리펜션,6.0
"경기도 가평군 상면 수목원로 359 (수목원로 359, 357) 5동 5호",빌라라온,5.0
"경기도 가평군 상면 수목원로 382-10, 1~2층",초록망고,2.0
"경기도 가평군 상면 수목원로 382-8, 1~2층",파란망고,2.0
"경기도 가평군 상면 수목원로 92-45, A,B동 각1층,1~2층",임초리부뚜막 풀빌라,6.0
"경기도 가평군 상면 수목원로150번길 27-24 (총2개동) 1동,2동 각1층~2층",더(the)풍경,2.0
"경기도 가평군 상면 수목원로150번길 28, A, B동",하나키즈풀빌라 주식회사 오페라하우스 지점,5.0
"경기도 가평군 상면 수목원로150번길 28-9, 1동~2동(각1층~2층),3동(지하1층~2층)",아토키즈풀빌라,5.0
"경기도 가평군 상면 수목원로164번길 16 (총8개동)1~5동 1층, 6~8동 1~2층",멍밸리,10.0
"경기도 가평군 상면 수목원로164번길 29, 1동~6동 각 1,2층 총6호",모아이 애견동반풀빌라펜션,6.0
"경기도 가평군 상면 수목원로164번길 42-128, 1~2층",솔향추,1.0
"경기도 가평군 상면 수목원로386번길 10-2, 1-2층",꿈속에서,2.0
"경기도 가평군 상면 수목원로386번길 10-55, 1~2층",토리네,1.0
경기도 가평군 상면 수목원로386번길 12-17 (상면 행현리 648-1) 1~2층,가평애견펜션,5.0
"경기도 가평군 상면 수목원로386번길 12-17, 1동~5동, 7동~12동",애견펜션하루강아지,11.0
"경기도 가평군 상면 수목원로386번길 13, 1층",아침휴플러스,2.0
"경기도 가평군 상면 수목원로386번길 14, 1동 1~2층, 2동 2층",베일리애견풀빌라펜션,5.0
"경기도 가평군 상면 수목원로386번길 14-11, 주건축물제1동 지하1층~지상3층",레이키푸이스토키즈리조트(Leikkipuisto),17.0
"경기도 가평군 상면 수목원로386번길 14-12, 1동(1~2층), 2동(1층), 3동(1층)",투독플레이스,9.0
"경기도 가평군 상면 수목원로386번길 14-6, A,B동 1~2층",잰트리,5.0
"경기도 가평군 상면 수목원로386번길 43 (행현리 621-1(1~2동), 621-2, 621-6, 621-7)",블루문펜션,10.0
"경기도 가평군 상면 안말길 55-91, 가동,나동,다동,라동,마동",응투네,2.0
"경기도 가평군 상면 왕대벌길 113-83, 1동 1~3층",보보애견풀빌라,6.0
"경기도 가평군 상면 윗다원길 65-120, 1층~5층",하늘과땅사이힐링스테이,10.0
"경기도 가평군 상면 임초밤안골로 115-25, 주건축물제1동~8동(총8개동) 1층",주식회사 설레인풀빌라글램핑펜션,8.0
"경기도 가평군 상면 임초밤안골로 115-41, 1~2층",삐삐키즈풀빌라&글램핑풀카라반,3.0
"경기도 가평군 상면 임초밤안골로 115-45, 주건축물제1동(1~2층), 주건축물제2동(1층)",삐삐키즈풀빌라,3.0
"경기도 가평군 상면 임초밤안골로 115-46, 1층~2층",삐삐키즈풀빌라&글램핑카라반,3.0
"경기도 가평군 상면 임초밤안골로 117-18, 주1동 1층, 부1동 1~2층, 부2동 1층",안다미로 스테이,3.0
"경기도 가평군 상면 임초밤안골로 119-100, 1동,2동,3동(각1층~2층)4동,5동(각1층)",골드스푼애견풀빌라,5.0
"경기도 가평군 상면 임초밤안골로 119-102, 1동,2동(각1층~2층),3동,4동, 5동(각1층)",체리몽애견풀빌라,5.0
"경기도 가평군 상면 임초밤안골로 119-104, 1동,2동(각1층~2층)3동,4동,5동(각1층)",바비애견풀빌라,5.0
"경기도 가평군 상면 임초밤안골로 119-106, 108, 110, 112, 114, 116, 118, 124",빌라드가평,7.0
"경기도 가평군 상면 임초밤안골로 119-194, 가,나,다동",가평N703독채스파펜션,3.0
경기도 가평군 상면 임초밤안골로 119-258,가평의아침,4.0
"경기도 가평군 상면 임초밤안골로 119-95, A동 1층, B.C동 각 2층",나르샤의정원,5.0
"경기도 가평군 상면 임초밤안골로 119-98, 주1동(1층),주2동~주4동(각1층~2층),주5동(1층) 총5개동",편한키즈애견풀빌라,7.0
"경기도 가평군 상면 임초밤안골로 120-24, 1층~2층",수박이네 가평펜션 아침고요수목원점,4.0
"경기도 가평군 상면 임초밤안골로 153-15, 주1동 1층, 주3~주6동 각 1층.",무야스테이,4.0
"경기도 가평군 상면 임초밤안골로 153-23, A,B,C동",보니하니,8.0
"경기도 가평군 상면 임초밤안골로 162-13, A,B동 각1~2층",라라키즈풀빌라,6.0
"경기도 가평군 상면 임초밤안골로 162-14, A,B동 각1층~2층",라라키즈풀빌라투(Ⅱ),6.0
"경기도 가평군 상면 임초밤안골로 162-5, 1층",나무,1.0
"경기도 가평군 상면 임초밤안골로 173, 주1동(1~2층)주2동(1층,옥탑1층)주3동(1~2층)주4동(1층)",스토리166,10.0
"경기도 가평군 상면 임초밤안골로 212, 1~3층",임초리부뚜막,11.0
"경기도 가평군 상면 임초밤안골로 216, A,B,C,D,E,F,G,H동",에스엔제이,8.0
"경기도 가평군 상면 임초밤안골로 225, 나,다,라,마동 각1~2층",초록빛펜션,8.0
"경기도 가평군 상면 임초밤안골로 239, 주1동(1층), 주2동(1층), 주3동(1층~2층)",애림,2.0
"경기도 가평군 상면 임초밤안골로 247-14, 주1동,주2동(각1~2층)",딩동댕애견스파풀빌라,4.0
"경기도 가평군 상면 임초밤안골로 251, 1동",오블리&화이트펫,8.0
"경기도 가평군 상면 임초밤안골로 254, 1층",나아하(빌라모자이크),2.0
"경기도 가평군 상면 임초밤안골로 269-14, 1~5동",멍멍 스테이 애견펜션,9.0
"경기도 가평군 상면 임초밤안골로 306, 1동~4동(각2층)",오로라키즈풀빌라,10.0
"경기도 가평군 상면 임초밤안골로18번길 68, 1동~3동 각1~2층, 4동 1층",오늘도가평키즈풀빌라,4.0
"경기도 가평군 상면 청군로 1556, 1동(1층,3층),2동~5동(각1층~2층),6동~13동(각1층)",비비&숑숑 반려견펜션,14.0
"경기도 가평군 상면 청군로 1575-30, 주1동~주10동 각 1층, 주11동 1~2층",밸리21(1),10.0
"경기도 가평군 상면 청군로 1575-31, 주1동~주7동 각 1층, 주8동 1~2층",밸리21(2),7.0
"경기도 가평군 상면 청군로 1575-61, 주1동~주4동 각1층,주5동1층,2층",밸리21(3),4.0
"경기도 가평군 상면 청군로 1653, 지하1층, 2~3층",포유(4U)풀빌라&스파,9.0
"경기도 가평군 상면 청군로 719-49, 51,57,65,67,69,71,75,55,59,61,63,73",클로이펜션,10.0
"경기도 가평군 상면 청군로 753-95, 753-99",부에노스 펜션,4.0
"경기도 가평군 상면 청군로 776-72, 주1~2동(각1~2층),776-70 주1,2,4동(각1층),부1~2동(각1층)",심심풀이,2.0
경기도 가평군 상면 청우산1길 30,가평 녹수계곡 펜션,12.0
경기도 가평군 상면 청우산1길 39,쎄렌체 팬션,4.0
"경기도 가평군 상면 축령로 117, A~G동 7동 7호",가평밸리캠핑파크2,7.0
"경기도 가평군 상면 축령로 127, 1,2,3동",불멍캠프하우스Ⅱ,3.0
"경기도 가평군 상면 축령로 127, A,B,C,D동",불멍캠프하우스Ⅰ,8.0
"경기도 가평군 상면 축령로 143, 139  1~2동,141 1~7동, 143-1",가평밸리캠핑파크1,10.0
"경기도 가평군 상면 축령로 149, 1동~5동(2층),6동~8동(1~2층)/총8개동 1동~8동",어썸키즈풀빌라 가평키즈펜션 가족&수영장&계곡펜션,8.0
"경기도 가평군 상면 축령로 158, 2동, 160, 1~6동",가평밸리캠핑파크3,8.0
경기도 가평군 상면 축령로 171-19 (총5개동) 1동~5동 각 1~2층,하이몽애견풀빌라,5.0
"경기도 가평군 상면 축령로 171-24 (행현리805-1외1필지(805-27),805-4,805-12) 총3개동 14개호",하이몽,14.0
"경기도 가평군 상면 축령로 183-210, A동2,3층,183-101 1동~5동,183-196 1,2층",토리펜션,10.0
"경기도 가평군 상면 축령로 217-94, 주1동~주2동, 총2개동(각1층)",백림스테이,2.0
"경기도 가평군 상면 축령로 276-16, 1동, 2동(각1층~2층)",개댁(GAE DACK),5.0
"경기도 가평군 상면 축령로 306, A동",축령산 히든벨리,15.0
"경기도 가평군 상면 축령로45번길 100, A,C,가,나동",팝콘하우스펜션1,12.0
"경기도 가평군 상면 축령로45번길 101, 주1동, 1층~2층",포도밭 댕댕이 펜션,5.0
"경기도 가평군 상면 축령로45번길 104, 1,2,3동",팝콘하우스펜션2,4.0
"경기도 가평군 상면 축령로45번길 114-20, 주1동,주2동 각1~2층, 축령로45번길 114-22 주1동,주2동 각1~2층",워터파크아이린키즈풀빌라,12.0
"경기도 가평군 상면 축령로45번길 62-27 (총2개동) A동,B동 각1~2층",파인트리키즈풀빌라,5.0
"경기도 가평군 상면 축령로45번길 85, 1~4동",라푼젤키즈풀빌라,9.0
"경기도 가평군 상면 축령로45번길 93-12, 가,나,다,라동, 축령로45번길 93-14 주1동, 주2동",망고키즈풀빌라,8.0
"경기도 가평군 상면 축령로45번길 93-48, A,B,C동",휴네스트펜션,9.0
"경기도 가평군 상면 축령로70번길 44-45, 1동 1~2층",퍼니키즈풀빌라,3.0
"경기도 가평군 상면 축령로70번길 91-16, A,B,C,D,관리동",알테르문디,4.0
"경기도 가평군 상면 한사간길 73, 가,나,다동",더하루 풀빌라,3.0
"경기도 가평군 설악면 국수터길 13-1, 1,2층",큐브45,15.0
"경기도 가평군 설악면 국수터길 9, 1~5동",스테이지풀빌라,5.0
"경기도 가평군 설악면 국수터길 9-1 (1동, 2동, 부속1동)",스테이44,8.0
"경기도 가평군 설악면 국수터길 9-2 (1동, 2동)",LX22풀빌라리조트,4.0
"경기도 가평군 설악면 다락재로 217-2, 1층~2층",까사스위스,1.0
"경기도 가평군 설악면 다락재로 219-2, 1층~2층",까사스위스2,2.0
"경기도 가평군 설악면 다락재로 253-43, 1층~2층",오롯이 쉼,1.0
경기도 가평군 설악면 다락재로 253-75,순이네,1.0
"경기도 가평군 설악면 다락재로 310, A, B, C, D, E동",에델바이스가평펜션,4.0
경기도 가평군 설악면 다락재로485번길 49-44 (1동~3동) 1층,아이놀터,3.0
"경기도 가평군 설악면 묵안로 287 (1동,2동,3동), 289(1동,2동)",반디빌리지,6.0
경기도 가평군 설악면 묵안로 934 (총3개동) 주3동~주5동 각1층,휴밸리(관광농원),3.0
"경기도 가평군 설악면 묵안로 976-5, 1동~9동",M189,7.0
"경기도 가평군 설악면 미사리로 501-30 (1동~7동), 501-32(1동~8동)/총 15개동",미사719펜션,15.0
"경기도 가평군 설악면 미사리로 707-437, 1~4층",가평리버뷰,16.0
"경기도 가평군 설악면 미사리로645번길 199-18, 2층(객실1개),3층(객실2개) 2~3층",별통천문대펜션,3.0
"경기도 가평군 설악면 미사리로645번길 204-110, 2~3층",연꽃호수펜션,6.0
"경기도 가평군 설악면 미사리로645번길 207-9, 주1동 1층(A동, B동), 645번길 203(관리동)",녹하(NOKHA),2.0
"경기도 가평군 설악면 봉미산안길 139, A동,B동(각1층~3층),C동(1층~2층)총3개동",아란풀빌라펜션,8.0
"경기도 가평군 설악면 봉미산안길 145, A동, B동(각1~3층), C동(1~2층), 총3개동",아란풀빌라,9.0
"경기도 가평군 설악면 봉미산안길 212-9, 지하1층~지상1층",샤또드설곡,1.0
"경기도 가평군 설악면 어비산길 114-28, 제1동 1층",리스테이,2.0
"경기도 가평군 설악면 어비산길 150, 1~2층",스위스밸리,7.0
"경기도 가평군 설악면 어비산길 18-6, 가동(1층~2층),18-8 나동(1층~2층)",가평 카라반힐스 풀빌라 펜션,2.0
"경기도 가평군 설악면 엄소속골길 85-15, 주1동 1층~2층",슬라이드키즈풀빌라펜션,3.0
"경기도 가평군 설악면 엄소속골길 85-23, 주1동 1~2층",파인피노,1.0
"경기도 가평군 설악면 엄소속골길 85-31, 가동 1층~2층",파인피노/104동,1.0
"경기도 가평군 설악면 엄소속골길 85-35, 가동 1층~2층",파인피노/103동,1.0
경기도 가평군 설악면 용문천길 70,THANK YOU DOG (땡큐도그),11.0
경기도 가평군 설악면 유명로 1007-99 (총4개동) 1동~4동 1층~2층,아모라 프리미엄 풀빌라,4.0
"경기도 가평군 설악면 유명로 1013-75, 주1동 1층",미루숙박,4.0
경기도 가평군 설악면 유명로 1746-10,SKY펜션,18.0
"경기도 가평군 설악면 유명로 1943-130, 1층",가평푸르미독채펜션,1.0
"경기도 가평군 설악면 유명로 1943-52 (1동), 유명로 1943-58 (2동), 각 1~3층",라비타키즈풀빌라,6.0
"경기도 가평군 설악면 유명로 1943-53, 1~2층",무지개펜션,2.0
"경기도 가평군 설악면 유명로 1943-57 (가동 1~2층, 나동 1층)",여울펜션,3.0
경기도 가평군 설악면 유명로 2080 (총2개동) 주1동~주2동 각1~2층,샤인키즈풀빌라,4.0
"경기도 가평군 설악면 유명로 2102 (총3개동) 주건축물제1동, 제2동,제3동 각 1층",카스타나,2.0
"경기도 가평군 설악면 유명산길 110, 산아래 펜션 A동 1층",산아래펜션A동,3.0
"경기도 가평군 설악면 유명산길 35, 1~2층",지안W,3.0
"경기도 가평군 설악면 유명산길 37, 2층",지안A,6.0
경기도 가평군 설악면 자잠로 286-13,모자이크 그래닛,3.0
경기도 가평군 설악면 자잠로 286-17,클리프(빌라모자이크),2.0
"경기도 가평군 설악면 자잠로 286-9, , 286-11","트레버틴, 마콤(빌라모자이크)",3.0
"경기도 가평군 설악면 자잠로282번길 34-46 (주1동, 부속1동), 자잠로282번길 34-30(주1~4동)",음악의 숲 호스텔,6.0
"경기도 가평군 설악면 자잠로282번길 93, 주1동, 1~3층",AUGUST(어거스트) 호스텔,2.0
"경기도 가평군 설악면 한서로210번길 238-78, 지하1~1층,238-80,238-82,238-84 각1~2층(총4개동)",가평 이야기잇다 펜션,4.0
"경기도 가평군 설악면 한서로375번길 115, 1층",설악힐링스테이지,1.0
경기도 가평군 설악면 한서로375번길 133 (총5개동) 주건축물제1동~5동 각1~2층,초록빛하루,5.0
"경기도 가평군 설악면 한서로375번길 142-32 (총2개동) 1동~2동 각1~2층,1층",샘하우스,2.0
"경기도 가평군 설악면 한서로375번길 146, 제2동 1층",스테이오로지,1.0
"경기도 가평군 설악면 한서로375번길 93-34, 93-38(각1층)",가평설악펜션,2.0
"경기도 가평군 조종면 대보간선로 495-10, 골든빌리지2다동 1~2층",한송,4.0
"경기도 가평군 조종면 대보간선로 495-10, 골든빌리지2마동 1~2층",청솔,4.0
경기도 가평군 조종면 대보간선로 617 (총3개동) 주건축물제1동~3동 각1~2층,빛나키즈랜드1,3.0
"경기도 가평군 조종면 대보간선로 621, 1동(1층~2층),2동(1층)",빛나키즈랜드2,4.0
"경기도 가평군 조종면 명지산로 337-251, 1,2,3동",가평펜션 타샤의 정원,12.0
"경기도 가평군 조종면 명지산로 463, 총4개동 가동,나동,다동,라동 각 1층",계곡에풍덩펜션캠핑장,4.0
경기도 가평군 조종면 명지산로 566 (총7개동) 주건축물제1동~7동 각1층~2층,더알라딘키즈풀리조트,15.0
"경기도 가평군 조종면 세곡로 154, 주2동,주3동",BS풀빌라,1.0
"경기도 가평군 조종면 세곡로 156, 2동~6동(각 1층)",BS풀빌라,5.0
"경기도 가평군 조종면 연인산로474번길 47-77, 주1~7동, 각1~2층",디에펠,7.0
"경기도 가평군 조종면 연인산로474번길 91-102, A동(1층~2층)",스테이수풀2,4.0
"경기도 가평군 조종면 연인산로474번길 91-104, 1층~2층",스테이수풀1,2.0
"경기도 가평군 조종면 와곡길 101, 가동 1~2층, 나동1층",메이플인,8.0
"경기도 가평군 조종면 와곡길 3-20, 썸머힐펜션",썸머힐운악,8.0
"경기도 가평군 조종면 와곡길 3-43, 각 1층, 지하1층~지상2층(총2개동) A동,B동",예해든펜션,7.0
"경기도 가평군 조종면 와곡길 93-70, 총6개동(관리동포함) 제1동~제6동 1~2층",소중한당신 애견 독채 펜션,5.0
"경기도 가평군 조종면 운악청계로 1038-29 (주1, 1~9동), 1038-30(주2, 1~3동)",주식회사 청아재,16.0
"경기도 가평군 조종면 운악청계로 238-44, 총7개동, 각1~2층, 2층(7동) 주건축물제1동~7동",마시멜로키즈풀빌라,8.0
"경기도 가평군 조종면 운악청계로368번길 13-60, 주1동~주2동 각1층 , 주3동 1층(관리실)",빌라드화이트,2.0
"경기도 가평군 조종면 운악청계로371번길 77-32 (A동 1층, B동 1-2층, C동 1층)",산넘어펜션,3.0
"경기도 가평군 조종면 운악청계로371번길 85, A동,B동 각1~2층, 1층",다온펜션1,2.0
"경기도 가평군 조종면 운악청계로371번길 89, 총8개동(1동~7동:1층/8동:1층~2층) 제1동~제8동",다온팬션2,8.0
"경기도 가평군 조종면 운악청계로371번길 95 (운악청계로371번길93(1개동), 운악청계로371번길95(2개동))",계곡한스푼 풀빌라 스파펜션 가평점,12.0
"경기도 가평군 조종면 운악청계로371번길 98, 1~8동",리스테이펜션,10.0
"경기도 가평군 조종면 운악청계로490번길 29-27, 1동,2동,3동,4동,5동",헤이핀란드독채사우나펜션,5.0
"경기도 가평군 조종면 운악청계로491번길 134, 가,나,다동(각 1층),총3개동",더아리웃집2,3.0
"경기도 가평군 조종면 운악청계로491번길 140, 가동(1~2층)나동(1층),총2개동",더아리웃집1,3.0
"경기도 가평군 조종면 운악청계로491번길 154-24, 주1동~7동(각1층~2층)",모블리키즈애견커플가족풀빌라,7.0
"경기도 가평군 조종면 운악청계로491번길 79-8, 1동 2층 5호",스테이산들펜션 계곡 수영장 단체 가족,5.0
"경기도 가평군 조종면 현등사길 32, 제1동 2층~3층",산바라기펜션,3.0
"경기도 가평군 조종면 현등사길 33, A동",아름펜션,6.0
"경기도 가평군 조종면 현등사길 35-24 (총 2개동) 가동,나동 각1~2층",아틀라스펜션,11.0
"경기도 가평군 조종면 현등사길 55-209, 가,나,다,라,마동",하루키즈풀발라,7.0
"경기도 가평군 조종면 현등사길 55-231 (101호,201호),55-245,55-247(각1~2층)",팡팡키즈풀빌라1,6.0
"경기도 가평군 조종면 현등사길 55-233, 55-235,55-237,55-239,55-241(각1~2층)",가평 노래방 옆 풀빌라2동,10.0
"경기도 가평군 조종면 현등사길 55-243, 외 7필지(총8개동)",더클리프풀빌라,16.0
"경기도 가평군 조종면 현등사길 55-253, 1~2층",팡팡키즈풀빌라,1.0
"경기도 가평군 조종면 현등사길 55-255, 외6필지(총7동:현등사길55-259,55-261,55-263,55-285,55-291,55-295) 각1~2층",팡팡키즈풀빌라2,21.0
"경기도 가평군 조종면 현등사길 55-265, 1층~2층",멍스빌리지6,1.0
"경기도 가평군 조종면 현등사길 55-267, 1층~2층",멍스빌리지4,1.0
"경기도 가평군 조종면 현등사길 55-269, 1층~2층",멍스빌리지5,1.0
"경기도 가평군 조종면 현등사길 55-271, 1층~2층",멍스빌리지,1.0
"경기도 가평군 조종면 현등사길 55-279, 1~2층",멍스빌리지3,1.0
"경기도 가평군 조종면 현등사길 55-281, 1~2층",멍스빌리지2,1.0
"경기도 가평군 조종면 현등사길 55-283, 1~2층",멍스빌리지1,1.0
"경기도 가평군 조종면 현등사길 55-329, 1~2층",멍펜션1,1.0
"경기도 가평군 조종면 현등사길 55-331, 1~2층",멍펜션2,1.0
"경기도 가평군 조종면 현등사길 55-333, 1~2층",멍펜션3,1.0
"경기도 가평군 조종면 현등사길 55-335, 1~2층",멍펜션4,1.0
"경기도 가평군 조종면 현등사길 55-337, 1~2층",멍펜션5,1.0
"경기도 가평군 조종면 현등사길 55-339, 1층~2층",멍펜션6,1.0
"경기도 가평군 조종면 현등사길 55-341, 1층~2층",멍펜션7,1.0
"경기도 가평군 조종면 현등사길 55-343, 1층-2층",멍펜션8,1.0
"경기도 가평군 조종면 현등사길 55-345, 1층~2층",멍펜션9,1.0
"경기도 가평군 조종면 현등사길 55-347, 1층~2층",멍펜션10,1.0
"경기도 가평군 조종면 현등사길 55-349, 1층~2층",멍펜션11,1.0
"경기도 가평군 조종면 현등사길 55-35, 55-39, 55-41, 55-43 , 55-61",운악채한옥마을C,1.0
"경기도 가평군 조종면 현등사길 55-351, 1층~2층",멍펜션12,1.0
"경기도 가평군 조종면 현등사길 55-353, 1층~2층",멍펜션13,1.0
"경기도 가평군 조종면 현등사길 55-355, 1층~2층",멍펜션14,1.0
"경기도 가평군 조종면 현등사길 55-357, 1층~2층",멍펜션15,1.0
"경기도 가평군 조종면 현등사길 55-430, 주1동~15동,19동 각1~2층",산들애파크188다산트라,15.0
"경기도 가평군 조종면 현등사길 55-462, 1동 1층",더클리프,3.0
"경기도 가평군 조종면 현등사길 55-47, 55-31, 55-35, 55-49, 55-53",운악채한옥마을B,1.0
"경기도 가평군 조종면 현등사길 55-65, 55-45, 55-51, 55-57, 55-59, 55-67, 55-69",운악채한옥마을D,1.0
"경기도 가평군 청평면 고재길 148, 1~3층",베르소C,2.0
"경기도 가평군 청평면 고재길 150, 지하1층,지상1층~3층",베르소B,2.0
"경기도 가평군 청평면 고재길 152, 1~3층",베르소A,2.0
"경기도 가평군 청평면 고재길 218-19, 1~2동 1~2층",하이팰리스,5.0
"경기도 가평군 청평면 고재길 218-33, 지하1층~2층",글램독청평,5.0
"경기도 가평군 청평면 관터길 12, 1~3층",리버12펜션,7.0
"경기도 가평군 청평면 관터길 18, 1~3층",발란펜션,6.0
"경기도 가평군 청평면 관터길 8-9, B동",엘프라도,9.0
"경기도 가평군 청평면 남이터길 15 (1~3층) ,남이터길 17(1~2층)",별찌펜션,10.0
"경기도 가평군 청평면 남이터길 28-31, 제1동 1~2층",지니키즈독채풀빌라,1.0
경기도 가평군 청평면 남이터길 29,꿈에그린펜션,2.0
경기도 가평군 청평면 남이터길 29-25,꿈에그린펜션,5.0
"경기도 가평군 청평면 남이터길 31, 가,나동 1,2층",꿈에그린펜션,6.0
경기도 가평군 청평면 남이터길 5,솔거펜션,3.0
"경기도 가평군 청평면 남이터길 52-17 (1층~2층), 52-19 (1동,2동 각1~2층)",스페인마을라스블랑카스펜션3,7.0
"경기도 가평군 청평면 남이터길 54-12, 54-13, 54-20, 각1,2층",스페인마을라스블랑카스펜션,6.0
"경기도 가평군 청평면 남이터길 54-17, 2층~3층",스페인마을라스블랑카스펜션2,5.0
경기도 가평군 청평면 남이터길 7,솔거펜션,5.0
경기도 가평군 청평면 대성강변길 22,엠앤엠펜션,7.0
"경기도 가평군 청평면 대성강변길 34, 주1, 주2, 주3동",이오스펜션,12.0
"경기도 가평군 청평면 대성강변길 46-35, 1~2층",리버하우스,2.0
"경기도 가평군 청평면 대성강변길 48, 가동 2~3층",가평펜션 아리아 리버뷰 풀빌라,6.0
"경기도 가평군 청평면 대성강변길 48, 나동 2~3층",리버아리아 풀빌라펜션,6.0
"경기도 가평군 청평면 모꼬지로 124-10, ,124-12(총2동 각1~2층)",대성리 별그리고펜션,5.0
